tf,action,target
MAZ,1.0,HRAS
ESR1,1.0,CRHBP
MECP2,-1.0,SGK1
TFDP1,1.0,MYBL2
EXOSC9,-1.0,CXCL8
EXOSC8,-1.0,CXCL8
EXOSC7,-1.0,CXCL8
EXOSC6,-1.0,CXCL8
ABCB1,1.0,NFKB1
EXOSC1,-1.0,CXCL8
EXOSC5,-1.0,CXCL8
EXOSC4,-1.0,CXCL8
EXOSC3,-1.0,CXCL8
EXOSC2,-1.0,CXCL8
STIL,1.0,E2F1
FOXP3,1.0,CCR4
SMAD4,1.0,MEF2C
SMAD2,1.0,MEF2C
STAT1,-1.0,HSP90AA1
ATM,1.0,DUSP1
CD55,1.0,FOXO3
FOXA1,1.0,NDUFV3
EP300,1.0,CDKN1A
CBFB,1.0,UCMA
RUNX3,1.0,CLDN7
NFKB1,1.0,BCL3
BCL2,1.0,NFKB1
NFKB1,1.0,BCL2
AGO4,-1.0,CDKN2A
AGO3,-1.0,CDKN2A
RUNX1,1.0,CLDN5
AGO1,-1.0,CDKN2A
ATF6,1.0,HSP90B1
HSP90B1,1.0,ATF6
SIK1,-1.0,PER1
EPAS1,1.0,PGK1
GABPA,1.0,POLRMT
BRCA1,1.0,CYP19A1
RXRA,1.0,NPAS2
PPARA,1.0,FDFT1
TP73,1.0,IL1RAP
POU2F1,1.0,KLK3
E2F1,-1.0,E2F4
E2F8,-1.0,E2F1
E2F7,-1.0,E2F1
E2F5,-1.0,E2F1
ARNT,1.0,VEGFA
CBFB,1.0,FOXP3
XBP1,1.0,ARFGAP1
STAT3,1.0,IL6R
PTGS2,1.0,CTNNB1
TNFRSF10C,1.0,TNFRSF10D
TNFRSF10D,1.0,TNFRSF10C
IL2,1.0,TNFRSF4
NCOA1,1.0,SMARCC1
TNFRSF10B,1.0,TNFRSF10D
TNFRSF10D,1.0,TNFRSF10B
TNFRSF10C,1.0,TNFRSF10B
TNFRSF10B,1.0,TNFRSF10C
TNFRSF10A,1.0,TNFRSF10D
TNFRSF10D,1.0,TNFRSF10A
TNFRSF10C,1.0,TNFRSF10A
TNFRSF10A,1.0,TNFRSF10C
TNFRSF10B,1.0,TNFRSF10A
TNFRSF10A,1.0,TNFRSF10B
MAX,-1.0,S100A7
IL2,1.0,TNFRSF9
NFKB1,1.0,PLIN1
CBLB,1.0,FOXO3
ZBTB16,-1.0,BCL2
PLA2G2A,1.0,CTNNB1
MAML1,1.0,GATA3
MAML2,1.0,GATA3
AGO3,-1.0,PTEN
AGO2,-1.0,PTEN
AGO1,-1.0,PTEN
AGO4,-1.0,PTEN
DNAJB9,-1.0,GLI1
E2F1,1.0,ABCB1
FOS,1.0,TIMP1
NFKB1,1.0,ABCG2
EP300,1.0,EIF2AK1
RELA,1.0,FAF1
RXRA,1.0,CEBPE
GATA4,1.0,CCND2
GATA3,1.0,CCND1
CDC25A,-1.0,CDKN1A
JUN,1.0,TNFRSF1B
RXRA,1.0,CEBPA
FOXO3,1.0,CAV1
FOXO1,1.0,CAV1
MED9,1.0,ADIPOQ
MED8,1.0,ADIPOQ
MED7,1.0,ADIPOQ
MED6,1.0,ADIPOQ
MED4,1.0,ADIPOQ
MED1,1.0,ADIPOQ
STAT3,-1.0,TNFRSF10B
IL10,-1.0,FCER2
BCL2,1.0,MITF
PARP1,-1.0,SERPINF1
MYC,-1.0,S100A7
STAT6,1.0,IL4R
BBC3,1.0,E2F1
E2F1,1.0,BBC3
TCFL5,-1.0,CD2
POU5F1,-1.0,DLX5
STAT4,1.0,IL10
STAT3,1.0,IL10
STAT4,1.0,IL13
STAT6,1.0,IL10
STAT1,1.0,IL1B
TSPAN8,1.0,CTNNB1
STAT3,1.0,IL1B
STAT3,1.0,IL18
STAT1,1.0,IL18
STAT3,1.0,IL21
CEBPB,1.0,S100A9
CEBPA,1.0,S100A9
DNMT1,1.0,MSH2
EP300,1.0,GP1BA
GATA1,1.0,CYBB
RBPJ,1.0,WWC1
SPDEF,1.0,MUC2
MAMLD1,1.0,PTCRA
RUNX3,1.0,ITGA4
RUNX2,1.0,ITGA5
PPARA,-1.0,CYP2C9
RUNX3,1.0,ITGAL
ATF6,-1.0,PDX1
ITGAX,1.0,RUNX1
SMARCA4,-1.0,CCND1
JAK2,1.0,NOS2
FLNA,-1.0,KLK3
MYB,1.0,YEATS4
SOX10,-1.0,GJB1
BHLHE41,-1.0,MLH1
RARA,-1.0,MUC5AC
E2F3,-1.0,MAD2L1BP
PPARA,1.0,PTGS2
E2F2,-1.0,MAD2L1BP
E2F4,-1.0,MAD2L1BP
MYC,1.0,SERPINI1
E2F1,1.0,TP53INP1
GABPB1,1.0,TFB1M
SAA1,1.0,CTNNB1
MMP7,1.0,HNF1B
MMP7,1.0,HNF1A
GABPB1,1.0,TFB2M
TWIST1,1.0,DNM3
SREBF1,1.0,GPAM
HNF4A,1.0,MMP7
NFATC1,-1.0,SP1
MAX,1.0,SERPINI1
AR,1.0,KLK3
KLK3,1.0,AR
AR,1.0,KLK2
KLK2,1.0,AR
KLK4,1.0,AR
SP1,-1.0,ABCC1
ATF3,1.0,GDF15
MLXIPL,1.0,ACLY
SMAD3,1.0,IFNB1
SP3,-1.0,ABCA1
NR3C1,-1.0,CCND3
SMAD4,1.0,IFNB1
NOTCH3,1.0,PBX1
NCOA2,1.0,NPAS2
NCOA1,1.0,NPAS2
NCOA6,1.0,NPAS2
NFKB1,1.0,BMP2
SGK1,-1.0,GLI1
MTHFD1,1.0,MYC
AIP,-1.0,TFF1
NR4A1,-1.0,CCNA2
HDAC4,-1.0,CDKN2A
HDAC3,-1.0,CDKN2A
HDAC6,-1.0,CDKN1A
BMI1,1.0,E2F1
RELA,1.0,FLT4
LEF1,1.0,KCNIP4
NCOA3,1.0,CEBPA
NCOA2,1.0,CEBPA
NCOA1,1.0,CEBPA
SATB1,-1.0,CYBB
FOXA2,1.0,FOXA1
FOXA1,1.0,FOXA2
STAT5A,-1.0,CCND2
TFAP2A,1.0,KRT5
HDAC1,-1.0,CDKN1A
HDAC4,-1.0,CDKN1A
HDAC2,-1.0,CDKN1A
NR1H4,-1.0,UGT2B4
FOXO4,1.0,FOXO3
FOXO1,1.0,FOXO3
HDAC1,1.0,COL1A2
PHB2,-1.0,ARNT
RBBP4,-1.0,CDC25A
TFAP2A,-1.0,MUC4
RARA,1.0,CRH
STAT3,1.0,RORC
STAT3,1.0,RORA
MED1,1.0,KLK3
PITX1,-1.0,IRF7
FGF18,1.0,TCF7L2
STAT3,1.0,TNFSF11
PITX1,-1.0,IRF2
AR,1.0,TGFA
APOB,1.0,CEBPA
SUPT4H1,1.0,MDC1
FLI1,1.0,IL10
SIRT1,-1.0,MMP9
MTOR,1.0,BCL2
KLF2,-1.0,FABP5
ELOA3D,1.0,RAD51D
ELOA3B,1.0,RAD51D
AR,1.0,PDE9A
TBL1X,1.0,PEX11A
MYCN,1.0,ABCC1
EPAS1,1.0,PTK6
FOS,1.0,IFNG
RELA,1.0,AMH
KLF4,-1.0,ODC1
EGR1,1.0,PLAUR
B2M,1.0,RELA
SUPT5H,1.0,CHEK1
TP63,1.0,TFAP2C
HOXA7,1.0,CDH1
TBL1XR1,1.0,APOA5
TBL1XR1,1.0,APOA2
TBL1XR1,1.0,APOA1
MAX,-1.0,BCL2
HDAC1,-1.0,MYBL2
FUS,1.0,DDIT3
MYC,-1.0,BCL2
KRT14,-1.0,SMAD7
SMAD7,-1.0,KRT14
WNT11,1.0,CTNNB1
FOXA2,1.0,UCP2
NFYC,1.0,HMGCS1
NFYB,1.0,HMGCS1
HMGCS1,1.0,NFYA
NFYA,1.0,HMGCS1
FOS,1.0,DDIT3
CHD8,1.0,CCNE2
SP1,1.0,TIMP1
SP1,1.0,TIMP3
BRCA1,1.0,S100A2
ELK1,-1.0,ACTA2
USF2,1.0,TRAP
MYC,-1.0,LGALS1
USF1,1.0,TRAP
TBX2,1.0,MITF
H2AFJ,1.0,KDM4B
TAF12,1.0,CAD
CEBPG,1.0,ASNS
TAF10,1.0,CAD
LEF1,1.0,CLDN2
CARM1,1.0,CYP4A11
H2AFZ,1.0,KDM4B
H2AFX,1.0,KDM4B
H2AFV,1.0,KDM4B
RELA,1.0,BGN
MAX,-1.0,LGALS1
EP300,1.0,SREBF1
CEBPB,1.0,ARG1
EP300,1.0,TBXAS1
LTA4H,1.0,MYC
SMAD4,1.0,LAMC1
SMAD3,1.0,LAMC1
AKT1,1.0,CTNNB1
VAV3,1.0,KLK3
WT1,-1.0,CYP19A1
CTGF,1.0,TCF7L2
GATA2,1.0,ADH1A
SALL4,1.0,ABCA3
HIF1A,1.0,RORA
KDM3A,1.0,TMPRSS2
SIRT1,-1.0,E2F1
STAT3,-1.0,TP53
TP53,-1.0,STAT3
HNF4A,-1.0,GH1
SMARCD3,1.0,GRHL1
MYC,1.0,HLA-C
MYC,1.0,HLA-B
MYC,1.0,HLA-A
MYC,1.0,HLA-G
MYC,1.0,HLA-F
MYC,1.0,HLA-E
EZH2,-1.0,CDH1
NR4A1,1.0,TIMP2
REST,1.0,AVP
AHR,1.0,RFC3
RXRA,1.0,PPARA
RB1,-1.0,CASP7
RELA,1.0,BAD
SFRP4,1.0,CTNNB1
TP53,1.0,DDB2
MAML2,1.0,PLXND1
MAML1,1.0,PLXND1
MAML3,1.0,PLXND1
IRF1,-1.0,CDKN1A
H2BFS,1.0,KDM4B
POU1F1,1.0,TSHB
SPI1,1.0,FCGR2A
XBP1,1.0,SERP1
TRRAP,1.0,CAD
PPP1R13B,1.0,BBC3
NEK2,-1.0,FOXO1
SREBF2,1.0,PMVK
SREBF1,1.0,PMVK
RELA,1.0,FGF8
CLDN2,1.0,CDX2
CLDN2,1.0,CDX1
SP1,1.0,HRAS
E2F1,-1.0,PNRC2
E2F1,-1.0,MCL1
EP300,1.0,CPT1A
HNRNPD,1.0,MYC
TCF7L1,1.0,CCND1
PCGF6,-1.0,UXT
KLF5,1.0,FGFBP1
NR0B1,-1.0,STAR
MYC,1.0,SNAI1
PSEN1,-1.0,NOTCH1
TWIST2,-1.0,ILK
TWIST1,-1.0,ILK
GATA6,1.0,DAB2
SNAI2,1.0,CXCR4
MAX,1.0,SNAI1
STAT4,-1.0,PITPNA
PTTG1,1.0,CTNNB1
CEBPB,1.0,SAA2
SAA1,1.0,CEBPB
SAA1,1.0,CEBPA
PROX1,-1.0,RGS4
SPI1,1.0,SLC11A1
VDR,-1.0,SKP2
NFIC,1.0,CYP17A1
STAT1,1.0,CIITA
CHD9,1.0,CPT2
NKX2-1,-1.0,STK11
ATM,-1.0,TNFRSF10B
POU2F1,1.0,PDE9A
SOX2,-1.0,RHO
NR1D1,-1.0,CLOCK
CREBBP,1.0,TERT
USF1,1.0,GATA5
STAT2,1.0,IRF1
IRF1,1.0,STAT2
STAT1,1.0,IRF1
IRF1,1.0,STAT1
STAT3,1.0,IRF4
STAT4,1.0,IRF1
STAT3,1.0,IRF1
IRF1,1.0,STAT3
STAT1,1.0,IRF8
STAT1,1.0,IRF7
MDM2,-1.0,E2F1
E2F1,-1.0,MDM2
HNF1A,1.0,CDH17
NFKBIA,-1.0,FAS
NFATC1,1.0,CYP2E1
SERPINB5,1.0,JUN
AR,-1.0,E2F1
FANCD2,1.0,E2F1
NCOR1,-1.0,GFAP
SMAD3,1.0,CDKN1A
SMAD2,1.0,CDKN1A
CDKN1A,1.0,SMAD1
CDKN1A,1.0,SMAD4
SMAD4,1.0,CDKN1A
HIST2H2AC,1.0,CCND1
ESRRA,1.0,PERM1
ANGPT2,1.0,E2F1
HIST2H2BE,1.0,CCND1
SP1,-1.0,SOD2
CHD9,1.0,ACSL1
CDK19,1.0,ADIPOQ
MEF2C,1.0,CPT1B
PLA2G6,1.0,SREBF2
TM7SF2,1.0,SP1
NFYC,1.0,HMGCR
NFYB,1.0,HMGCR
NFYA,1.0,HMGCR
E2F4,-1.0,DIRAS3
DIRAS3,-1.0,E2F4
E2F1,-1.0,DIRAS3
DIRAS3,-1.0,E2F1
FJX1,1.0,RBPJ
HOXA7,1.0,KRT10
HDAC9,-1.0,MYEF2
KAT5,-1.0,HDC
NR1I2,1.0,RAB3A
TP63,1.0,POU2F2
PPARG,-1.0,TSHR
ELOA3,1.0,FANCD2
ELOA2,1.0,FANCD2
FOXA1,1.0,SFTPA1
FOXA1,1.0,SFTPA2
SP1,1.0,GGPS1
GLI1,1.0,CYR61
PBX1,1.0,NANOG
NANOG,1.0,PBX1
TWIST2,1.0,ICAM1
TWIST1,1.0,ICAM1
ZEB2,1.0,VIM
RAD21,1.0,MYC
FOXA2,1.0,ALDOB
HDAC1,-1.0,EIF2AK1
ETV6,1.0,IGFBP5
IGFBP6,-1.0,CTNNB1
SMAD4,1.0,SMAD7
SMAD7,1.0,SMAD4
SMAD4,1.0,SMAD6
SMAD7,1.0,SMAD3
SMAD2,1.0,SMAD7
SMAD7,1.0,SMAD2
SMAD1,1.0,SMAD6
BCL2L2,1.0,TCF7L2
ILF3,-1.0,HLA-DRA
MYO1E,-1.0,GLI1
EP300,1.0,HEY2
EP300,1.0,HEY1
HIF1A,1.0,HIGD1A
EP300,1.0,HEYL
HIF3A,1.0,HIGD1A
BRCA1,1.0,RNASEL
PTHLH,1.0,ETS2
ETS1,1.0,PTHLH
PTHLH,1.0,ETS1
AR,-1.0,NFKB1
NFKB1,-1.0,AR
BIN1,1.0,E2F1
TBX21,-1.0,IL4
STAT6,-1.0,TLR4
HELLS,1.0,E2F1
SREBF1,-1.0,IRS2
IRS2,-1.0,SREBF1
RBPJ,1.0,FABP7
JUN,1.0,DUSP1
NFYC,1.0,SC5D
NFYB,1.0,SC5D
NFYA,1.0,SC5D
CD4,1.0,IFNG
JUN,1.0,CHRNE
SOX2,1.0,SALL1
TWIST2,-1.0,F2R
TWIST1,-1.0,F2R
MYC,1.0,MAPKAPK5
CEBPD,1.0,SFTPD
CEBPB,1.0,SFTPD
CLOCK,-1.0,NR3C1
CEBPG,1.0,SFTPD
ETV4,1.0,PTGS2
CEBPA,1.0,SFTPD
KIF23,1.0,E2F1
HMGCS1,-1.0,YY1
PPARGC1A,1.0,CD36
EP300,1.0,HES5
RELA,1.0,STK39
ECT2,-1.0,CUX1
MOV10,-1.0,GREB1
DNMT1,-1.0,GAD1
ERCC3,1.0,RAD51D
ERCC2,1.0,RAD51D
RUNX2,1.0,ELANE
TCEA1,1.0,MDC1
ST6GAL1,1.0,DBP
ZNF24,-1.0,VEGFA
TWIST2,1.0,MMP2
TWIST1,1.0,MMP2
RXRA,1.0,NOL7
RBPJ,1.0,FLT4
EGR1,1.0,ATF3
SREBF2,1.0,PON1
SREBF2,1.0,PON2
SMARCD3,1.0,UGT1A9
APOD,1.0,CTNNB1
IL4,1.0,HMOX1
JUN,1.0,SELE
ZNRD1,1.0,ABCB1
E2F3,1.0,CCND3
CCND3,1.0,E2F3
E2F2,1.0,CCND3
CCND3,1.0,E2F2
CCND1,1.0,E2F4
E2F1,1.0,CCND3
CCND3,1.0,E2F1
E2F1,1.0,CCND1
CCND1,1.0,E2F1
STAT1,-1.0,GATA3
GATA3,-1.0,STAT4
E2F5,1.0,CCNE2
E2F5,1.0,CCNE1
E2F1,1.0,CCNE1
CCNE1,1.0,E2F1
FOXE1,1.0,MSX1
SATB1,1.0,CDK4
SIRT1,1.0,CLOCK
MECP2,1.0,GRIN2A
ATF4,1.0,HRK
ATF2,1.0,HRK
E2F1,1.0,CCNA2
CCNA2,1.0,E2F1
E2F1,1.0,CCNA1
CDKN2A,1.0,MYC
ISL1,1.0,MEF2C
SIAH1,1.0,E2F1
JUN,1.0,ARG1
FAM120B,1.0,CEBPA
AIP,-1.0,NFKB2
JUND,1.0,AGT
DCP2,-1.0,CXCL8
ONECUT1,1.0,PDX1
YAP1,1.0,ITCH
LEF1,1.0,TCF7L2
TCF7L2,1.0,LEF1
CARM1,1.0,AGT
KLF2,1.0,NOS3
KLF6,1.0,NOS2
JAK2,1.0,TNF
TBL1X,1.0,AXIN2
POU2AF1,1.0,IGH
LEF1,1.0,SALL4
CLOCK,1.0,F7
SP1,1.0,PRSS50
FOSL2,1.0,BRCA1
NOTCH4,1.0,FLT4
NFKB1,-1.0,BAX
CREBBP,1.0,HMGCS2
CREBBP,1.0,HMGCS1
HMGCS1,1.0,CREBBP
HEY2,-1.0,GATA6
HEY1,-1.0,GATA6
HEY2,-1.0,GATA4
HEY1,-1.0,GATA4
ATF2,1.0,IL6
IL12B,1.0,ITGA3
GATA1,-1.0,DACH1
CEBPD,1.0,TOM1
CEBPB,1.0,TOM1
CEBPA,1.0,TOM1
CARM1,1.0,FADS1
SOX9,1.0,AMH
ARNT,1.0,KDR
FOS,-1.0,TH
SUPT4H1,1.0,FANCD2
CREB1,1.0,SLC20A1
ATF2,1.0,INS
SERTAD1,1.0,SET
GATA1,1.0,EPOR
APEX1,-1.0,CYP11B2
E2F1,1.0,ULK1
ULK1,1.0,E2F1
NANOG,1.0,ZIC3
ZIC3,1.0,NANOG
SMARCD3,1.0,ABCB4
CDK1,-1.0,SMAD7
SMAD7,-1.0,CDK1
SMARCD3,1.0,ABCA1
KIAA1217,-1.0,AR
VDR,1.0,TNFRSF21
CD44,1.0,EGR1
SMARCA4,1.0,ABCG2
FUS,-1.0,MDM2
NOTCH3,1.0,FABP7
NOTCH1,1.0,FABP7
STAT5A,1.0,CNKSR1
STAT5B,1.0,CNKSR1
EIF4G1,1.0,FOXO1
RBPJ,1.0,GZMB
E2F1,1.0,LRBA
ZFHX3,1.0,CDKN1A
CREBBP,1.0,SGK1
SRF,1.0,SAMD4A
NT5E,1.0,TCF7
PTTG1,1.0,ID3
WT1,-1.0,CCNE1
E2F1,1.0,FGFR1
FGFR1,1.0,E2F1
HDAC1,-1.0,GP1BA
TP63,1.0,CEBPD
GATA1,1.0,BACH1
RREB1,-1.0,KLK3
RUNX1,1.0,BAALC
CREM,-1.0,PER1
E2F1,1.0,UHRF1
NFYB,1.0,TPH1
H2AFB1,1.0,KLK2
FOSB,-1.0,TH
ARNT,1.0,LEP
H2AFB1,1.0,KLK3
NRF1,1.0,TFAM
PARP1,-1.0,HTR1A
TFAP2A,1.0,TGFA
TWIST2,1.0,ITGB1
TWIST1,1.0,ITGB1
TFDP2,1.0,TP73
TFDP1,1.0,TP73
DDIT3,-1.0,ATF2
DDIT3,-1.0,ATF5
PGR,-1.0,CYP19A1
JUN,1.0,ATF3
ATF2,1.0,JUN
ATF1,1.0,JUN
ESR1,-1.0,CYP2C19
FOXO1,-1.0,PDX1
HMGB2,1.0,TNF
EP300,1.0,ARNTL
OTX2,1.0,CDC25C
TGS1,1.0,CYP7A1
MAPK1,1.0,E2F1
CREBBP,1.0,ALOX15
SERPINE1,1.0,HIF1A
HIF1A,1.0,SERPINE1
RB1,1.0,SFTPD
NFKB1,1.0,CCNB1
MECP2,-1.0,IGFBP3
YY1,1.0,ERBB2
ERBB2,1.0,YY1
NFKB2,1.0,CCND2
NFKB1,1.0,CCND2
NFKB1,1.0,CCND1
CCND1,1.0,NFKB1
IFNA8,1.0,IFNG
IFNA7,1.0,IFNG
IFNA6,1.0,IFNG
IFNA5,1.0,IFNG
IFNA4,1.0,IFNG
IFNA2,1.0,IFNG
IFNA1,1.0,IFNG
TNFAIP3,-1.0,IRF7
CARM1,1.0,G0S2
RXRA,1.0,CYP4A11
FOXA1,-1.0,GLI1
KLF5,1.0,PPARG
APOE,1.0,NR1H3
APOE,1.0,NR1H2
TBL1XR1,1.0,TIAM2
PPARG,1.0,BRS3
YBX1,-1.0,CKS2
IL2RG,1.0,BCL2L1
IL2RB,1.0,BCL2L1
CARM1,1.0,FABP1
ZNF382,-1.0,STAT3
PPARGC1A,1.0,PLIN1
APC,-1.0,AMHR2
STAT3,1.0,CSRP1
TFAP2A,1.0,BRS3
BTF3,-1.0,RRAS2
FOXO6,1.0,PLXNA4
ESR1,-1.0,CYP1A1
TP53,1.0,TNFRSF10D
TP53,1.0,TNFRSF10C
TP53,1.0,TNFRSF10B
TP53,1.0,TNFRSF10A
TNFRSF10A,1.0,TP53
CTSE,-1.0,YY1
PTGDR,1.0,APAF1
RELA,1.0,PTEN
SNAI2,-1.0,BBC3
SP1,1.0,HMGA1
SP3,1.0,ALPL
ESRRA,1.0,ATP5F1B
MECP2,1.0,CREB1
TRIM28,-1.0,CCND3
ZNF385A,1.0,CDKN1A
DDIT3,-1.0,ASNS
SMAD4,1.0,IL10
SMAD3,1.0,IL10
PTTG1,1.0,KDR
SMARCD3,1.0,PLIN2
ELL,-1.0,MDM2
TFAP2A,-1.0,KLF12
KLF12,-1.0,TFAP2A
POU4F1,1.0,BCL2
IKZF1,1.0,FGFR4
CREB1,1.0,PPP2R2B
EPAS1,1.0,ADORA2A
SIRT1,-1.0,CFH
NR1H4,-1.0,ABCC4
ITGAL,1.0,ITGA4
ITGA4,1.0,ITGAL
MYC,1.0,HMGA1
NCOA3,1.0,EPO
NCOA2,1.0,EPO
NCOA1,1.0,EPO
MITF,1.0,CTSK
MED1,1.0,HMGCS2
MED1,1.0,HMGCS1
STAT5B,1.0,YWHAG
STAT5A,1.0,YWHAG
ILF3,1.0,PLAU
ATF7,1.0,TGFB2
ATF6,1.0,STARD4
CREB1,1.0,PCK1
HNF1A,1.0,SLC2A2
SLC2A2,1.0,HNF1A
ATF1,1.0,TGFB2
SOX17,-1.0,CSNK1A1
PPARGC1A,1.0,GABPA
NFIC,-1.0,CYP1A1
NFATC1,1.0,ICAM1
NFATC2,1.0,IKZF1
STAT3,1.0,AKAP12
SP1,1.0,PTGIR
TP63,1.0,GDF15
REL,1.0,CDKN1A
CARM1,1.0,FHL2
HMGN2,1.0,MYC
TP53,1.0,GDF15
TP73,1.0,GDF15
AREG,1.0,FOS
LATS2,-1.0,KLK3
NELFA,1.0,FANCD2
NELFE,1.0,FANCD2
NELFB,1.0,FANCD2
AGO4,-1.0,KPNA2
AGO3,-1.0,KPNA2
AGO2,-1.0,KPNA2
AGO1,-1.0,KPNA2
RELA,1.0,SLC25A27
NFKB1,1.0,BCL2L1
FOXD3,1.0,CYFIP2
RELA,1.0,PLAU
ARNT,1.0,ENG
TRRAP,1.0,PTMA
ARNT,1.0,EPO
GABPA,1.0,TOMM70
HDAC5,1.0,YY1
CSDA,1.0,E2F1
CLK1,-1.0,GLI2
JAK2,1.0,FASLG
SIN3A,-1.0,GCK
ESR1,1.0,TERT
NFE2L2,1.0,HMOX1
CEBPD,1.0,LECT2
CEBPB,1.0,LECT2
CEBPA,1.0,LECT2
TNFRSF11B,1.0,TCF7L2
AKT1,1.0,MYC
NR4A1,1.0,CDKN1B
NFKB1,1.0,CD40LG
E2F1,-1.0,FHIT
CDK9,1.0,BRCA1
CDK7,1.0,BRCA1
EGR1,-1.0,HSD11B2
ARNT,1.0,GCK
JAG1,1.0,REL
RXRA,1.0,PEX11A
MAX,1.0,HMGA1
TBX5,1.0,NPPA
TXLNG,-1.0,MMP9
LIN9,-1.0,PCNA
IL18R1,1.0,CCR5
INS,1.0,PTPN1
MECP2,-1.0,PTPN1
PITX1,-1.0,TERT
SIRT1,-1.0,ICAM1
KANK1,-1.0,GLI1
TFAP2C,1.0,SULT1E1
TFAP2A,1.0,SULT1E1
IGFBP3,-1.0,GLI2
SPI1,-1.0,MACROD1
PARP1,-1.0,SNAI1
PRDM1,-1.0,TP53
FOXM1,1.0,MMP2
SP1,1.0,CDKN1B
SP1,1.0,CDKN1A
CDKN1A,1.0,SP1
AR,-1.0,CRH
SP1,1.0,CDKN2C
CDKN2C,1.0,SP1
SP1,1.0,CDKN2B
SP1,1.0,CDKN2A
SP1,-1.0,CCNA2
ARNTL,1.0,PER3
PER2,1.0,ARNTL
ARNTL,1.0,PER2
PER1,1.0,ARNTL
ARNTL,1.0,PER1
CLOCK,1.0,DEC1
PTMA,1.0,IDO2
PTMA,1.0,IDO1
PRMT6,-1.0,ITGA2B
TBL1X,1.0,AGT
PTGDR,1.0,RB1
NFKB1,1.0,CTSB
YY1,-1.0,ACTC1
TFAP2A,1.0,KISS1
ARNT,1.0,FXN
HDAC3,-1.0,IFNA1
KAT2B,1.0,PLXND1
KAT2A,1.0,PLXND1
INHA,1.0,CTNNB1
NFKB1,-1.0,REPS2
NR3C1,1.0,CDKN1A
PPP1R13B,1.0,TP53I3
ARNT,1.0,SLC11A2
HIF1A,-1.0,MMP2
ETV4,1.0,TERT
CREB1,1.0,PER1
RXRB,1.0,TNF
HIF1A,1.0,PLIN2
RXRA,1.0,TNF
REL,1.0,TNFAIP3
RXRG,1.0,TNF
CTNNB1,-1.0,CDH1
HDAC2,-1.0,MUC5AC
EP300,1.0,IRF1
EP300,1.0,IRF9
YBX1,-1.0,TYMS
NKX3-1,-1.0,FOS
E2F1,-1.0,WWOX
ARNT,1.0,HK2
ARNT,1.0,HK1
HOXC6,-1.0,MME
SNW1,1.0,FABP7
ESR1,1.0,TFF3
ESR2,1.0,TFF1
ESR1,1.0,TFF1
IGH@,-1.0,NOTCH1
HELZ2,1.0,PPARA
ARL4A,1.0,CTNNB1
FOXA2,-1.0,PAX6
TP73,1.0,NDUFS2
CDC25A,1.0,SP1
NKX3-1,1.0,ACTG2
PML,1.0,CDKN1A
MED1,1.0,AURKA
SLC46A1,1.0,YY1
RB1,-1.0,CCNE2
RB1,-1.0,CCNE1
TP53,-1.0,PTEN
MYOD1,-1.0,RBPJ
NFKB1,1.0,CCL22
NFKB2,1.0,CCL21
NFKB1,1.0,CCL19
ARNT,1.0,ID2
NFKB1,1.0,CCL11
ASCL1,-1.0,RBPJ
ARNT,1.0,CITED2
TWIST2,-1.0,NF1
TWIST1,-1.0,NF1
OTX2,1.0,BEST1
OTX1,1.0,BEST1
NCOA2,1.0,PEX11A
SP1,1.0,PTHLH
NCOA1,1.0,PEX11A
NCOA6,1.0,PEX11A
TBL1X,1.0,FADS1
RELA,-1.0,AKT1
RELA,-1.0,AKT2
TWIST2,-1.0,MYB
TWIST1,-1.0,MYB
MOV10,-1.0,NOTCH4
MOV10,-1.0,NOTCH3
MOV10,-1.0,NOTCH2
MOV10,-1.0,NOTCH1
RUNX3,1.0,CLEC4G
PML,-1.0,CCND1
STAT4,-1.0,SNRPA1
SP1,1.0,ERBB2
SP4,1.0,ERBB2
SP3,1.0,ERBB2
NFKB1,1.0,BCL2A1
ELOA3B,1.0,FANCI
ESR2,1.0,TGFA
ESR1,1.0,TGFA
ELOA3D,1.0,FANCI
POU5F1,1.0,SPP1
IL13,1.0,HSPA8
TP53,-1.0,PTPA
SP1,1.0,VAMP2
TFDP2,1.0,SULT2A1
TFDP1,1.0,SULT2A1
STAT3,-1.0,LGALS3BP
RB1,-1.0,FGFR1
TAF10,1.0,HSPD1
TBL1X,1.0,G0S2
TAF12,1.0,HSPD1
RUNX2,1.0,ELK1
NCOA6,1.0,FOS
YY1,-1.0,HOXB13
RUNX1,1.0,NFE2
MYC,-1.0,HMGCS2
FOS,1.0,BCL2L11
JUNB,1.0,IL2
JUNB,1.0,IL4
JUND,1.0,IL6
HELZ2,1.0,FHL2
MAX,1.0,NDUFAF2
DDX17,1.0,CTNNB1
VDR,1.0,CDKN1B
NR3C1,1.0,CALD1
MYBL2,1.0,PLK1
ERF,-1.0,UTRN
VHL,1.0,CDKN1C
VHL,1.0,CDKN1B
NFYA,1.0,GADD45A
NOTCH1,1.0,IL4
JUNB,1.0,IVL
JUND,1.0,IVL
NCOA6,1.0,ANGPTL4
NCOA3,1.0,ANGPTL4
NCOA2,1.0,ANGPTL4
NCOA1,1.0,ANGPTL4
SP1,1.0,PTTG1
ESR1,1.0,KRT19
TBL1XR1,1.0,GLIPR1
ZEB1,-1.0,BCL6
NR3C1,-1.0,TBX21
PTMA,-1.0,TLR9
NR5A1,-1.0,CYP11B2
ABL1,1.0,PIM1
